Derives_from,Accession,Name,Arm,Chromosome,Strand,Start,End
MI0026415,MIMAT0027626,hsa-miR-6862-3p,3p,chr16,+,28724296,28724319
MI0017356,MIMAT0019835,hsa-miR-4721,3p,chr16,-,28843927,28843948
MI0016883,MIMAT0019054,hsa-miR-4517,5p,chr16,+,28958587,28958611
MI0019113,MIMAT0018106,hsa-miR-3680-5p,5p,chr16,-,29599231,29599252
MI0019113,MIMAT0018107,hsa-miR-3680-3p,3p,chr16,-,29599194,29599216
MI0016884,MIMAT0019055,hsa-miR-4518,3p,chr16,+,30503968,30503993
MI0016885,MIMAT0019056,hsa-miR-4519,5p,chr16,-,30875301,30875318
MI0003892,MIMAT0010313,hsa-miR-762,3p,chr16,+,30893951,30893972
MI0031829,MIMAT0039321,hsa-miR-9901,5p,chr16,+,34163601,34163621
MI0022616,MIMAT0027442,hsa-miR-6771-5p,5p,chr16,+,50292621,50292642
MI0022616,MIMAT0027443,hsa-miR-6771-3p,3p,chr16,+,50292655,50292675
MI0014223,MIMAT0015061,hsa-miR-3181,5p,chr16,+,50742313,50742331
MI0016591,MIMAT0018350,hsa-miR-3935,3p,chr16,+,56245577,56245598
MI0000455,MIMAT0000430,hsa-miR-138-5p,5p,chr16,+,56858527,56858549
MI0000455,MIMAT0004596,hsa-miR-138-2-3p,3p,chr16,+,56858574,56858595
MI0022710,MIMAT0027627,hsa-miR-6863,3p,chr16,+,56904327,56904349
MI0022617,MIMAT0027444,hsa-miR-6772-5p,5p,chr16,-,57772326,57772347
MI0022617,MIMAT0027445,hsa-miR-6772-3p,3p,chr16,-,57772290,57772312
MI0000804,MIMAT0000752,hsa-miR-328-3p,3p,chr16,-,67202327,67202348
MI0000804,MIMAT0026486,hsa-miR-328-5p,5p,chr16,-,67202367,67202389
MI0022618,MIMAT0027446,hsa-miR-6773-5p,5p,chr16,-,68233472,68233494
MI0022618,MIMAT0027447,hsa-miR-6773-3p,3p,chr16,-,68233426,68233447
MI0007259,MIMAT0007400,hsa-miR-1538,3p,chr16,-,69565808,69565830
MI0000456,MIMAT0000431,hsa-miR-140-5p,5p,chr16,+,69933103,69933124
MI0000456,MIMAT0004597,hsa-miR-140-3p,3p,chr16,+,69933142,69933162
MI0015977,MIMAT0009447,hsa-miR-1972,3p,chr16,+,70030393,70030414
MI0017354,MIMAT0019832,hsa-miR-4719,3p,chr16,+,76868988,76869009
MI0017355,MIMAT0019833,hsa-miR-4720-5p,5p,chr16,+,81385021,81385042
MI0017355,MIMAT0019834,hsa-miR-4720-3p,3p,chr16,+,81385063,81385083
MI0025524,MIMAT0030429,hsa-miR-7854-3p,3p,chr16,+,81533942,81533962
MI0022216,MIMAT0025464,hsa-miR-6504-5p,5p,chr16,+,81611352,81611372
MI0022216,MIMAT0025465,hsa-miR-6504-3p,3p,chr16,+,81611387,81611406
MI0025894,MIMAT0030985,hsa-miR-8058,3p,chr16,+,82688988,82689009
MI0014224,MIMAT0015062,hsa-miR-3182,5p,chr16,+,83508349,83508365
MI0039730,MIMAT0049022,hsa-miR-12128,3p,chr16,+,85207860,85207885
MI0017982,MIMAT0021085,hsa-miR-5093,3p,chr16,-,85306236,85306258
MI0008331,MIMAT0007884,hsa-miR-1910-5p,5p,chr16,-,85741669,85741689
MI0008331,MIMAT0026917,hsa-miR-1910-3p,3p,chr16,-,85741631,85741650
MI0022619,MIMAT0027448,hsa-miR-6774-5p,5p,chr16,+,85918352,85918376
MI0022619,MIMAT0027449,hsa-miR-6774-3p,3p,chr16,+,85918396,85918416
MI0022620,MIMAT0027450,hsa-miR-6775-5p,5p,chr16,-,87834631,87834655
MI0022620,MIMAT0027451,hsa-miR-6775-3p,3p,chr16,-,87834592,87834612
MI0036560,MIMAT0044658,hsa-miR-11401,5p,chr16,+,87853906,87853925
MI0018168,MIMAT0021120,hsa-miR-5189-5p,5p,chr16,+,88468943,88468966
MI0018168,MIMAT0027088,hsa-miR-5189-3p,3p,chr16,+,88468984,88469004
MI0017357,MIMAT0019836,hsa-miR-4722-5p,5p,chr16,-,88716315,88716337
MI0017357,MIMAT0019837,hsa-miR-4722-3p,3p,chr16,-,88716278,88716299
MI0014225,MIMAT0015063,hsa-miR-3183,5p,chr17,-,1022529,1022550
MI0000078,MIMAT0004495,hsa-miR-22-5p,5p,chr17,-,1713952,1713973
MI0000078,MIMAT0000077,hsa-miR-22-3p,3p,chr17,-,1713914,1713935
MI0000449,MIMAT0004594,hsa-miR-132-5p,5p,chr17,-,2049965,2049986
MI0000449,MIMAT0000426,hsa-miR-132-3p,3p,chr17,-,2049929,2049950
MI0000288,MIMAT0000269,hsa-miR-212-3p,3p,chr17,-,2050290,2050310
MI0000288,MIMAT0022695,hsa-miR-212-5p,5p,chr17,-,2050328,2050350
MI0022621,MIMAT0027452,hsa-miR-6776-5p,5p,chr17,-,2692896,2692914
MI0022621,MIMAT0027453,hsa-miR-6776-3p,3p,chr17,-,2692861,2692883
MI0006387,MIMAT0005904,hsa-miR-1253,5p,chr17,-,2748139,2748159
MI0022711,MIMAT0027628,hsa-miR-6864-5p,5p,chr17,-,4969743,4969766
MI0022711,MIMAT0027629,hsa-miR-6864-3p,3p,chr17,-,4969702,4969722
MI0022712,MIMAT0027630,hsa-miR-6865-5p,5p,chr17,-,4970123,4970145
MI0022712,MIMAT0027631,hsa-miR-6865-3p,3p,chr17,-,4970091,4970111
MI0016886,MIMAT0019235,hsa-miR-4520-5p,5p,chr17,-,6655482,6655501
MI0016886,MIMAT0019057,hsa-miR-4520-3p,3p,chr17,-,6655447,6655468
MI0017358,MIMAT0019235,hsa-miR-4520-5p,5p,chr17,+,6655449,6655468
MI0017358,MIMAT0020300,hsa-miR-4520-2-3p,3p,chr17,+,6655481,6655502
MI0000489,MIMAT0000461,hsa-miR-195-5p,5p,chr17,-,7017667,7017687
MI0000489,MIMAT0004615,hsa-miR-195-3p,3p,chr17,-,7017628,7017649
MI0003138,MIMAT0002820,hsa-miR-497-5p,5p,chr17,-,7017979,7017999
MI0003138,MIMAT0004768,hsa-miR-497-3p,3p,chr17,-,7017938,7017959
MI0000813,MIMAT0000761,hsa-miR-324-5p,5p,chr17,-,7223343,7223364
MI0000813,MIMAT0000762,hsa-miR-324-3p,3p,chr17,-,7223308,7223330
MI0015846,MIMAT0016868,hsa-miR-4314,5p,chr17,+,8088066,8088083
MI0022730,MIMAT0027666,hsa-miR-6883-5p,5p,chr17,-,8145045,8145066
MI0022730,MIMAT0027667,hsa-miR-6883-3p,3p,chr17,-,8144994,8145015
MI0016887,MIMAT0019058,hsa-miR-4521,5p,chr17,+,8186948,8186969
MI0005559,MIMAT0004945,hsa-miR-744-5p,5p,chr17,+,12081909,12081930
MI0005559,MIMAT0004946,hsa-miR-744-3p,3p,chr17,+,12081966,12081987
MI0016888,MIMAT0019059,hsa-miR-1269b,5p,chr17,-,12917313,12917334
MI0006413,MIMAT0005928,hsa-miR-548h-5p,5p,chr17,-,13543597,13543618
MI0017368,MIMAT0019853,hsa-miR-4731-5p,5p,chr17,-,15251666,15251687
MI0017368,MIMAT0019854,hsa-miR-4731-3p,3p,chr17,-,15251634,15251655
MI0006432,MIMAT0005942,hsa-miR-1288-3p,3p,chr17,+,16282058,16282078
MI0006432,MIMAT0026743,hsa-miR-1288-5p,5p,chr17,+,16282028,16282050
MI0022622,MIMAT0027454,hsa-miR-6777-5p,5p,chr17,-,17813518,17813540
MI0022622,MIMAT0027455,hsa-miR-6777-3p,3p,chr17,-,17813480,17813499
MI0003646,MIMAT0003301,hsa-miR-33b-5p,5p,chr17,-,17813897,17813916
MI0003646,MIMAT0004811,hsa-miR-33b-3p,3p,chr17,-,17813857,17813878
MI0022623,MIMAT0027456,hsa-miR-6778-5p,5p,chr17,-,18340860,18340881
MI0022623,MIMAT0027457,hsa-miR-6778-3p,3p,chr17,-,18340814,18340834
MI0006273,MIMAT0005825,hsa-miR-1180-3p,3p,chr17,-,19344513,19344534
MI0006273,MIMAT0026735,hsa-miR-1180-5p,5p,chr17,-,19344548,19344568
MI0016889,MIMAT0019060,hsa-miR-4522,3p,chr17,-,27293922,27293942
MI0017359,MIMAT0019838,hsa-miR-4723-5p,5p,chr17,+,28360660,28360683
MI0017359,MIMAT0019839,hsa-miR-4723-3p,3p,chr17,+,28360712,28360733
MI0001729,MIMAT0001631,hsa-miR-451a,5p,chr17,-,28861403,28861424
MI0017360,MIMAT0019840,hsa-miR-451b,5p,chr17,+,28861377,28861398
MI0000460,MIMAT0004600,hsa-miR-144-5p,5p,chr17,-,28861583,28861604
MI0000460,MIMAT0000436,hsa-miR-144-3p,3p,chr17,-,28861548,28861567
MI0017369,MIMAT0019855,hsa-miR-4732-5p,5p,chr17,-,28861700,28861722
MI0017369,MIMAT0019856,hsa-miR-4732-3p,3p,chr17,-,28861668,28861688
MI0016890,MIMAT0019061,hsa-miR-4523,5p,chr17,+,29390668,29390688
MI0001445,MIMAT0004748,hsa-miR-423-5p,5p,chr17,+,30117095,30117117
MI0001445,MIMAT0001340,hsa-miR-423-3p,3p,chr17,+,30117131,30117153
MI0014226,MIMAT0015064,hsa-miR-3184-5p,5p,chr17,-,30117128,30117151
MI0014226,MIMAT0022731,hsa-miR-3184-3p,3p,chr17,-,30117095,30117117
MI0017370,MIMAT0019857,hsa-miR-4733-5p,5p,chr17,-,31094395,31094416
MI0017370,MIMAT0019858,hsa-miR-4733-3p,3p,chr17,-,31094358,31094379
MI0017361,MIMAT0019841,hsa-miR-4724-5p,5p,chr17,+,31534893,31534915
MI0017361,MIMAT0019842,hsa-miR-4724-3p,3p,chr17,+,31534941,31534961
MI0000487,MIMAT0004614,hsa-miR-193a-5p,5p,chr17,+,31560016,31560037
MI0000487,MIMAT0000459,hsa-miR-193a-3p,3p,chr17,+,31560050,31560071
MI0017362,MIMAT0019843,hsa-miR-4725-5p,5p,chr17,+,31575281,31575301
MI0017362,MIMAT0019844,hsa-miR-4725-3p,3p,chr17,+,31575326,31575347
MI0000769,MIMAT0022833,hsa-miR-365b-5p,5p,chr17,+,31575439,31575460
MI0000769,MIMAT0022834,hsa-miR-365b-3p,3p,chr17,+,31575478,31575499
MI0003647,MIMAT0003302,hsa-miR-632,3p,chr17,+,32350169,32350187
MI0013083,MIMAT0013863,hsa-miR-2909,5p,chr17,+,37033748,37033768
MI0021273,MIMAT0024612,hsa-miR-378j,5p,chr17,-,37615001,37615019
MI0017371,MIMAT0019859,hsa-miR-4734,3p,chr17,-,38702270,38702291
MI0017363,MIMAT0019845,hsa-miR-4726-5p,5p,chr17,+,38719691,38719713
MI0017363,MIMAT0019846,hsa-miR-4726-3p,3p,chr17,+,38719727,38719748
MI0017364,MIMAT0019847,hsa-miR-4727-5p,5p,chr17,+,38825839,38825859
MI0017364,MIMAT0019848,hsa-miR-4727-3p,3p,chr17,+,38825871,38825892
MI0022624,MIMAT0027458,hsa-miR-6779-5p,5p,chr17,+,38914984,38915004
MI0022624,MIMAT0027459,hsa-miR-6779-3p,3p,chr17,+,38915017,38915037
MI0032315,MIMAT0039765,hsa-miR-548bc,3p,chr17,+,39297457,39297477
MI0017365,MIMAT0019849,hsa-miR-4728-5p,5p,chr17,+,39726496,39726518
MI0017365,MIMAT0019850,hsa-miR-4728-3p,3p,chr17,+,39726537,39726561
MI0022731,MIMAT0027668,hsa-miR-6884-5p,5p,chr17,-,40026383,40026404
MI0022731,MIMAT0027669,hsa-miR-6884-3p,3p,chr17,-,40026334,40026356
MI0022713,MIMAT0027632,hsa-miR-6866-5p,5p,chr17,+,40161938,40161960
MI0022713,MIMAT0027633,hsa-miR-6866-3p,3p,chr17,+,40161980,40162001
MI0022714,MIMAT0027634,hsa-miR-6867-5p,5p,chr17,+,40193602,40193624
MI0022714,MIMAT0027635,hsa-miR-6867-3p,3p,chr17,+,40193643,40193663
MI0022222,MIMAT0025476,hsa-miR-6510-5p,5p,chr17,-,41517194,41517215
MI0022222,MIMAT0025477,hsa-miR-6510-3p,3p,chr17,-,41517166,41517186
MI0019137,MIMAT0022277,hsa-miR-548at-5p,5p,chr17,+,42494773,42494794
MI0019137,MIMAT0022278,hsa-miR-548at-3p,3p,chr17,+,42494810,42494830
MI0017878,MIMAT0021043,hsa-miR-5010-5p,5p,chr17,+,42514208,42514229
MI0017878,MIMAT0021044,hsa-miR-5010-3p,3p,chr17,+,42514267,42514288
MI0022625,MIMAT0027460,hsa-miR-6780a-5p,5p,chr17,-,42708124,42708146
MI0022625,MIMAT0027461,hsa-miR-6780a-3p,3p,chr17,-,42708084,42708104
MI0022626,MIMAT0027462,hsa-miR-6781-5p,5p,chr17,-,42823918,42823938
MI0022626,MIMAT0027463,hsa-miR-6781-3p,3p,chr17,-,42823880,42823901
MI0010636,MIMAT0011162,hsa-miR-2117,3p,chr17,+,43444856,43444876
MI0022627,MIMAT0027464,hsa-miR-6782-5p,5p,chr17,-,44207810,44207834
MI0022627,MIMAT0027465,hsa-miR-6782-3p,3p,chr17,-,44207772,44207794
MI0022628,MIMAT0027466,hsa-miR-6783-5p,5p,chr17,-,44934655,44934676
MI0022628,MIMAT0027467,hsa-miR-6783-3p,3p,chr17,-,44934618,44934639
MI0022629,MIMAT0027468,hsa-miR-6784-5p,5p,chr17,-,45114409,45114428
MI0022629,MIMAT0027469,hsa-miR-6784-3p,3p,chr17,-,45114367,45114388
MI0015844,MIMAT0016866,hsa-miR-4315,5p,chr17,-,45475408,45475425
MI0017978,MIMAT0021081,hsa-miR-5089-5p,5p,chr17,+,46973027,46973047
MI0017978,MIMAT0022984,hsa-miR-5089-3p,3p,chr17,+,46973069,46973091
MI0033056,MIMAT0041128,hsa-miR-10226,5p,chr17,+,48032892,48032913
MI0000462,MIMAT0000438,hsa-miR-152-3p,3p,chr17,-,48037174,48037194
MI0000462,MIMAT0026479,hsa-miR-152-5p,5p,chr17,-,48037210,48037232
MI0006335,MIMAT0005866,hsa-miR-1203,5p,chr17,-,48156486,48156506
MI0000266,MIMAT0000253,hsa-miR-10a-5p,5p,chr17,-,48579904,48579926
MI0000266,MIMAT0004555,hsa-miR-10a-3p,3p,chr17,-,48579864,48579885
MI0000238,MIMAT0000226,hsa-miR-196a-5p,5p,chr17,-,48632532,48632553
MI0000238,MIMAT0037307,hsa-miR-196a-1-3p,3p,chr17,-,48632495,48632515
MI0014227,MIMAT0015065,hsa-miR-3185,5p,chr17,-,48724446,48724468
MI0021274,MIMAT0024613,hsa-miR-6129,5p,chr17,-,49288416,49288434
MI0021472,MIMAT0024782,hsa-miR-6165,5p,chr17,+,49510825,49510843
MI0025895,MIMAT0030986,hsa-miR-8059,5p,chr17,+,50768660,50768681
MI0016004,MIMAT0017992,hsa-miR-3614-5p,5p,chr17,-,56891319,56891341
MI0016004,MIMAT0017993,hsa-miR-3614-3p,3p,chr17,-,56891281,56891303
MI0000458,MIMAT0000433,hsa-miR-142-5p,5p,chr17,-,58331283,58331303
MI0000458,MIMAT0000434,hsa-miR-142-3p,3p,chr17,-,58331245,58331267
MI0017373,MIMAT0019862,hsa-miR-4736,5p,chr17,-,58336004,58336022
MI0003820,MIMAT0003884,hsa-miR-454-5p,5p,chr17,-,59137828,59137849
MI0003820,MIMAT0003885,hsa-miR-454-3p,3p,chr17,-,59137787,59137809
MI0000745,MIMAT0000688,hsa-miR-301a-3p,3p,chr17,-,59151149,59151171
MI0000745,MIMAT0022696,hsa-miR-301a-5p,5p,chr17,-,59151187,59151208
MI0017366,MIMAT0019851,hsa-miR-4729,5p,chr17,+,59366092,59366113
MI0000077,MIMAT0000076,hsa-miR-21-5p,5p,chr17,+,59841273,59841294
MI0000077,MIMAT0004494,hsa-miR-21-3p,3p,chr17,+,59841311,59841331
MI0017374,MIMAT0019863,hsa-miR-4737,5p,chr17,-,60043077,60043096
MI0003648,MIMAT0003303,hsa-miR-633,3p,chr17,+,62944275,62944297
MI0017375,MIMAT0019864,hsa-miR-3064-5p,5p,chr17,-,64500817,64500837
MI0017375,MIMAT0019865,hsa-miR-3064-3p,3p,chr17,-,64500775,64500797
MI0017932,MIMAT0020541,hsa-miR-5047,3p,chr17,-,64501230,64501250
MI0020357,MIMAT0023705,hsa-miR-6080,3p,chr17,+,64780796,64780814
MI0015983,MIMAT0016866,hsa-miR-4315,5p,chr17,-,64822075,64822092
MI0003649,MIMAT0003304,hsa-miR-634,3p,chr17,+,66787132,66787153
MI0003671,MIMAT0004812,hsa-miR-548d-5p,5p,chr17,-,67471540,67471561
MI0003671,MIMAT0003323,hsa-miR-548d-3p,3p,chr17,-,67471504,67471525
MI0016690,MIMAT0018447,hsa-miR-548aa,3p,chr17,+,67471543,67471567
MI0003650,MIMAT0003305,hsa-miR-635,5p,chr17,-,68424511,68424533
MI0019114,MIMAT0022255,hsa-miR-4524b-5p,5p,chr17,+,69099570,69099590
MI0019114,MIMAT0022256,hsa-miR-4524b-3p,3p,chr17,+,69099607,69099626
MI0016891,MIMAT0019062,hsa-miR-4524a-5p,5p,chr17,-,69099606,69099627
MI0016891,MIMAT0019063,hsa-miR-4524a-3p,3p,chr17,-,69099570,69099591
MI0016005,MIMAT0017994,hsa-miR-3615,3p,chr17,+,74748663,74748683
MI0016079,MIMAT0018102,hsa-miR-3678-5p,5p,chr17,+,75406077,75406096
MI0016079,MIMAT0018103,hsa-miR-3678-3p,3p,chr17,+,75406137,75406158
MI0022630,MIMAT0027470,hsa-miR-6785-5p,5p,chr17,+,75498553,75498574
MI0022630,MIMAT0027471,hsa-miR-6785-3p,3p,chr17,+,75498608,75498628
MI0017376,MIMAT0019866,hsa-miR-4738-5p,5p,chr17,-,75784567,75784588
MI0017376,MIMAT0019867,hsa-miR-4738-3p,3p,chr17,-,75784530,75784551
MI0022715,MIMAT0027636,hsa-miR-6868-5p,5p,chr17,-,76098050,76098071
MI0022715,MIMAT0027637,hsa-miR-6868-3p,3p,chr17,-,76098019,76098039
MI0003651,MIMAT0003306,hsa-miR-636,3p,chr17,-,76736466,76736488
MI0025513,MIMAT0030417,hsa-miR-6516-5p,5p,chr17,+,77089428,77089449
MI0025513,MIMAT0030418,hsa-miR-6516-3p,3p,chr17,+,77089469,77089490
MI0015845,MIMAT0016867,hsa-miR-4316,5p,chr17,-,77397028,77397044
MI0017377,MIMAT0019868,hsa-miR-4739,5p,chr17,-,79707216,79707240
MI0016748,MIMAT0018925,hsa-miR-1268b,5p,chr17,+,80098831,80098850
MI0017367,MIMAT0019852,hsa-miR-4730,5p,chr17,+,80419427,80419449
MI0003681,MIMAT0003335,hsa-miR-657,3p,chr17,-,81125291,81125313
MI0014228,MIMAT0015066,hsa-miR-3065-5p,5p,chr17,+,81125886,81125908
MI0014228,MIMAT0015378,hsa-miR-3065-3p,3p,chr17,+,81125926,81125948
MI0000814,MIMAT0004701,hsa-miR-338-5p,5p,chr17,-,81125923,81125944
MI0000814,MIMAT0000763,hsa-miR-338-3p,3p,chr17,-,81125887,81125908
MI0006385,MIMAT0005902,hsa-miR-1250-5p,5p,chr17,-,81133265,81133285
MI0006385,MIMAT0026740,hsa-miR-1250-3p,3p,chr17,-,81133228,81133246
MI0017378,MIMAT0019869,hsa-miR-4740-5p,5p,chr17,-,81400753,81400774
MI0017378,MIMAT0019870,hsa-miR-4740-3p,3p,chr17,-,81400716,81400737
MI0014229,MIMAT0015067,hsa-miR-3186-5p,5p,chr17,-,81451152,81451173
MI0014229,MIMAT0015068,hsa-miR-3186-3p,3p,chr17,-,81451116,81451136
MI0022631,MIMAT0027472,hsa-miR-6786-5p,5p,chr17,+,81693809,81693829
MI0022631,MIMAT0027473,hsa-miR-6786-3p,3p,chr17,+,81693844,81693866
MI0022632,MIMAT0027474,hsa-miR-6787-5p,5p,chr17,+,82236673,82236694
MI0022632,MIMAT0027475,hsa-miR-6787-3p,3p,chr17,+,82236707,82236728
MI0016892,MIMAT0019064,hsa-miR-4525,5p,chr17,-,82668281,82668301
MI0025914,MIMAT0031005,hsa-miR-8078,3p,chr18,-,112266,112288
MI0022553,MIMAT0025849,hsa-miR-6718-5p,5p,chr18,+,3885363,3885383
MI0016994,MIMAT0019361,hsa-miR-3976,5p,chr18,+,5840702,5840725
MI0015850,MIMAT0016872,hsa-miR-4317,5p,chr18,-,6374399,6374415
MI0022633,MIMAT0027476,hsa-miR-6788-5p,5p,chr18,-,10759624,10759644
MI0022633,MIMAT0027477,hsa-miR-6788-3p,3p,chr18,-,10759584,10759605
MI0023613,MIMAT0028216,hsa-miR-7153-5p,5p,chr18,-,11654919,11654941
MI0023613,MIMAT0028217,hsa-miR-7153-3p,3p,chr18,-,11654885,11654902
MI0018169,MIMAT0021121,hsa-miR-5190,3p,chr18,+,13459993,13460013
MI0016893,MIMAT0019065,hsa-miR-4526,3p,chr18,+,13611167,13611188
MI0014230,MIMAT0015030,hsa-miR-3156-5p,5p,chr18,+,14830174,14830195
MI0014230,MIMAT0019209,hsa-miR-3156-3p,3p,chr18,+,14830215,14830235
MI0003778,MIMAT0005793,hsa-miR-320c,3p,chr18,+,21683559,21683578
MI0000450,MIMAT0000427,hsa-miR-133a-3p,3p,chr18,-,21825712,21825733
MI0000450,MIMAT0026478,hsa-miR-133a-5p,5p,chr18,-,21825749,21825770
MI0000437,MIMAT0000416,hsa-miR-1-3p,3p,chr18,-,21829015,21829036
MI0017379,MIMAT0019871,hsa-miR-4741,3p,chr18,+,22933407,22933429
MI0008191,MIMAT0005793,hsa-miR-320c,3p,chr18,+,24321716,24321735
MI0025893,MIMAT0030984,hsa-miR-8057,5p,chr18,-,26591505,26591525
MI0006418,MIMAT0005932,hsa-miR-302f,3p,chr18,+,30298936,30298952
MI0016993,MIMAT0019360,hsa-miR-3975,3p,chr18,+,35591782,35591803
MI0000274,MIMAT0004561,hsa-miR-187-5p,5p,chr18,-,35904871,35904892
MI0000274,MIMAT0000262,hsa-miR-187-3p,3p,chr18,-,35904835,35904856
MI0016439,MIMAT0018206,hsa-miR-3929,3p,chr18,-,35934088,35934110
MI0015847,MIMAT0016869,hsa-miR-4318,3p,chr18,+,37657189,37657205
MI0005716,MIMAT0004974,hsa-miR-924,5p,chr18,-,39622153,39622172
MI0019140,MIMAT0022281,hsa-miR-5583-5p,5p,chr18,-,39676756,39676777
MI0019140,MIMAT0022282,hsa-miR-5583-3p,3p,chr18,-,39676719,39676740
MI0019139,MIMAT0022281,hsa-miR-5583-5p,5p,chr18,+,39676721,39676742
MI0019139,MIMAT0022282,hsa-miR-5583-3p,3p,chr18,+,39676758,39676779
MI0015848,MIMAT0016870,hsa-miR-4319,5p,chr18,-,44970140,44970156
MI0016894,MIMAT0019066,hsa-miR-4527,5p,chr18,+,47380503,47380524
MI0017381,MIMAT0019874,hsa-miR-4743-5p,5p,chr18,+,48670602,48670624
MI0017381,MIMAT0022978,hsa-miR-4743-3p,3p,chr18,+,48670648,48670668
MI0017382,MIMAT0019875,hsa-miR-4744,5p,chr18,-,49049737,49049759
MI0007260,MIMAT0007401,hsa-miR-1539,3p,chr18,+,49487402,49487422
MI0015849,MIMAT0016871,hsa-miR-4320,3p,chr18,-,50126509,50126526
MI0016895,MIMAT0019067,hsa-miR-4528,3p,chr18,+,53237156,53237177
MI0016896,MIMAT0019236,hsa-miR-4529-5p,5p,chr18,+,55479226,55479247
MI0016896,MIMAT0019068,hsa-miR-4529-3p,3p,chr18,+,55479270,55479290
MI0000442,MIMAT0000421,hsa-miR-122-5p,5p,chr18,+,58451088,58451109
MI0000442,MIMAT0004590,hsa-miR-122-3p,3p,chr18,+,58451124,58451145
MI0017383,MIMAT0019876,hsa-miR-122b-5p,5p,chr18,-,58451121,58451143
MI0017383,MIMAT0019877,hsa-miR-122b-3p,3p,chr18,-,58451087,58451108
MI0017879,MIMAT0021045,hsa-miR-5011-5p,5p,chr18,+,67081607,67081627
MI0017879,MIMAT0021046,hsa-miR-5011-3p,3p,chr18,+,67081645,67081666
MI0019152,MIMAT0022303,hsa-miR-548av-5p,5p,chr18,-,72853365,72853382
MI0019152,MIMAT0022304,hsa-miR-548av-3p,3p,chr18,-,72853321,72853340
MI0015980,MIMAT0005890,hsa-miR-1302,3p,chr19,+,72045,72065
MI0017384,MIMAT0019878,hsa-miR-4745-5p,5p,chr19,+,804941,804963
MI0017384,MIMAT0019879,hsa-miR-4745-3p,3p,chr19,+,804977,804999
MI0014231,MIMAT0015069,hsa-miR-3187-3p,3p,chr19,+,813627,813646
MI0014231,MIMAT0019216,hsa-miR-3187-5p,5p,chr19,+,813590,813612
MI0008330,MIMAT0007882,hsa-miR-1909-5p,5p,chr19,-,1816203,1816223
MI0008330,MIMAT0007883,hsa-miR-1909-3p,3p,chr19,-,1816169,1816190
MI0006316,MIMAT0005580,hsa-miR-1227-3p,3p,chr19,-,2234062,2234081
MI0006316,MIMAT0022941,hsa-miR-1227-5p,5p,chr19,-,2234133,2234149
MI0022634,MIMAT0027478,hsa-miR-6789-5p,5p,chr19,-,2235899,2235922
MI0022634,MIMAT0027479,hsa-miR-6789-3p,3p,chr19,-,2235829,2235849
MI0015852,MIMAT0016874,hsa-miR-4321,3p,chr19,+,2250688,2250708
MI0022959,MIMAT0028113,hsa-miR-7108-5p,5p,chr19,-,2434980,2435000
MI0022959,MIMAT0028114,hsa-miR-7108-3p,3p,chr19,-,2434914,2434933
MI0025520,MIMAT0030425,hsa-miR-7850-5p,5p,chr19,+,2630723,2630743
MI0003652,MIMAT0003307,hsa-miR-637,3p,chr19,-,3961429,3961452
MI0017385,MIMAT0019880,hsa-miR-4746-5p,5p,chr19,+,4445987,4446009
MI0017385,MIMAT0019881,hsa-miR-4746-3p,3p,chr19,+,4446021,4446041
MI0000265,MIMAT0000252,hsa-miR-7-5p,5p,chr19,+,4770700,4770723
MI0017386,MIMAT0019882,hsa-miR-4747-5p,5p,chr19,+,4932687,4932708
MI0017386,MIMAT0019883,hsa-miR-4747-3p,3p,chr19,+,4932719,4932740
MI0022732,MIMAT0027670,hsa-miR-6885-5p,5p,chr19,-,6389674,6389698
MI0022732,MIMAT0027671,hsa-miR-6885-3p,3p,chr19,-,6389638,6389658
MI0022635,MIMAT0027480,hsa-miR-6790-5p,5p,chr19,-,6392961,6392983
MI0022635,MIMAT0027481,hsa-miR-6790-3p,3p,chr19,-,6392925,6392945
MI0016597,MIMAT0018356,hsa-miR-3940-3p,3p,chr19,-,6416434,6416455
MI0016597,MIMAT0019229,hsa-miR-3940-5p,5p,chr19,-,6416470,6416489
MI0022636,MIMAT0027482,hsa-miR-6791-5p,5p,chr19,-,6736752,6736773
MI0022636,MIMAT0027483,hsa-miR-6791-3p,3p,chr19,-,6736712,6736732
MI0022637,MIMAT0027484,hsa-miR-6792-5p,5p,chr19,+,7617439,7617459
MI0022637,MIMAT0027485,hsa-miR-6792-3p,3p,chr19,+,7617480,7617501
MI0017865,MIMAT0021017,hsa-miR-4999-5p,5p,chr19,-,8389340,8389360
MI0017865,MIMAT0021018,hsa-miR-4999-3p,3p,chr19,-,8389311,8389330
MI0019148,MIMAT0022297,hsa-miR-5589-5p,5p,chr19,+,10038354,10038374
MI0019148,MIMAT0022298,hsa-miR-5589-3p,3p,chr19,+,10038391,10038413
MI0015851,MIMAT0016873,hsa-miR-4322,3p,chr19,+,10230455,10230475
MI0006274,MIMAT0005826,hsa-miR-1181,5p,chr19,-,10403505,10403525
MI0006328,MIMAT0005593,hsa-miR-1238-3p,3p,chr19,+,10552183,10552202
MI0006328,MIMAT0022947,hsa-miR-1238-5p,5p,chr19,+,10552122,10552144
MI0003653,MIMAT0003308,hsa-miR-638,5p,chr19,+,10718419,10718443
MI0017387,MIMAT0019884,hsa-miR-4748,5p,chr19,+,10780263,10780283
MI0000242,MIMAT0000231,hsa-miR-199a-5p,5p,chr19,-,10817469,10817491
MI0000242,MIMAT0000232,hsa-miR-199a-3p,3p,chr19,-,10817429,10817450
